DATE,RATING,REVIEW_TITLE,DESCRIPTION1,DESCRIPTION2,LINK
2019-12-11 0:00:00,5,Best pasta ever - will find another source,"This is the best pasta brand, bar none. You won’t believe it until you’ve eaten it. Perfect al dente. However this is way too expensive to purchase it here, and I will find it somewhere else.",will find another source.,https://www.amazon.com/gp/customer-reviews/R28BXNU5UDZ0ZP?ASIN=B07YCTLTMK
2020-03-31 0:00:00,5,Protective gear needed for all front line employees,This product is wonderful. Absolutely loved the taste.,Absolutely loved the taste.,https://www.amazon.com/gp/customer-reviews/RYMPHNT0FDQMC?ASIN=B085ZCSW8D
2021-08-06 0:00:00,1,Disappointed,They did not taste fresh.,Disappointed.,https://www.amazon.com/gp/customer-reviews/R36RK456Y13PKH?ASIN=B01N531XR0
2019-10-10 0:00:00,5,tastes great,"When I was a kid, I would buy some of this gum at a local store, and enjoyed the taste of this gum. The fact that I can buy this gum now, and still enjoy the great taste amazes me. I love the taste of this gum.",I love the taste of this gum.,https://www.amazon.com/gp/customer-reviews/R27979Z2XA1BZ3?ASIN=B0002268MA
2020-06-19 0:00:00,5,I'll purchase again,I could live off these LOL.. tasty af!!!,I'll purchase again.,https://www.amazon.com/gp/customer-reviews/RFE7T2GV8EPQB?ASIN=B01B62ZTSS
2020-02-06 0:00:00,5,Balanced eating,Very interesting and easy to follow.,Very interesting and easy to follow.,https://www.amazon.com/gp/customer-reviews/R5S6RIBK4HAH4?ASIN=B01HMXV0UQ
2020-09-28 0:00:00,5,Love this series,"I love this series. Not sure why people give it a 1 star review just because they don't agree with how it is released. So, you want to kill a product because you have no patience....cool...... I would rather it be released all at once, but that doesn't take away from the quality of the show. I would rather it just not get canceled. I don't my one review will do much to offset the single star reviews, but here it is anyways. My support to the creators.","I would rather it be released all at once, but that doesn't take away from the quality of the show.",https://www.amazon.com/gp/customer-reviews/RAV2A7DE7FFSU?ASIN=B08GL2JGBC
2021-04-05 0:00:00,5,You have to soak it overnight! It takes about 20 min to cook! I usually pressure cook it.,I love pure oat groats. I love the texture ! It’s chewy ! I enjoy eating my oats ! I have been looking for this kind of oats for a while & finally I found it ! I love the kernel !,You have to soak it overnight!,https://www.amazon.com/gp/customer-reviews/R24F252DQMUJVF?ASIN=B08FVKGZ6L
2021-05-16 0:00:00,5,compare prices before ordering,"Its EXELENTE flavor.. Price to expensive, shoprite has it same item for $2.49 and Amazon for 10.00 including delivery 💔When I saw that I was so 😠",Its EXELENTE flavor.,https://www.amazon.com/gp/customer-reviews/RY1GIM4296CIX?ASIN=B0056QBZZW
2020-10-29 0:00:00,5,Yummy,"Fast service, great product","Fast service, great product.",https://www.amazon.com/gp/customer-reviews/R8OLD701F06DP?ASIN=B08DK3FLPP
2020-11-09 0:00:00,3,Off-White Color Bowls & Logo came off,"Cons: 1) the color is not white, it’s off-white, slightly grayish. 2) the logo and printing at the bottom of the bowl fades away after using it for a month with a combination of hand wash and dishwasher. 3) slightly rough at the bottom; there are a few bits of the material sticking out and may scratch your hand if you’re not careful.. Pro: 1) It’s a small bowl that serves the purposes I bought it for (rice, hot soup, ice cream, desserts, food prep, etc.). 2) It’s pretty light weight. 3) dishwasher safe.. Nothing special about the bowl, just mainly disappointed with the off-white color.","1) the color is not white, it's off-white, slightly grayish.",https://www.amazon.com/gp/customer-reviews/RIOY7JOAHF4O1?ASIN=B01CEBRM1W
2020-02-04 0:00:00,4,Finally a Sweet Treat!,"I am not on Keto or follow any special diet. However, I am health conscious and like to make good choices. However, one of my guilty pleasures is chewy candy and this low-sugar candy allows me to indulge every now and then. Also, they are pretty tasty. The only negative, is the cost compared to what you get, very little candy in the bag.","However, I am health conscious and like to make good choices.",https://www.amazon.com/gp/customer-reviews/R2WVHM9HTB30GJ?ASIN=B07DFPZGZM
2020-04-23 0:00:00,5,Right on the money,"I am from NOLa. I usually cook from scratch and find the per mixed okay but not on the mark. We are particular when it comes to our expectations.. This is delicious!. I usually doctor up , but I added nothing to the seasoning!!! I used smoked sausage 1/2 of a green pepper and 1/2 onion. It was so amazing that I ordered more!. Jambalaya Girl you honestly nailed it. I’m gonna use this for dirty rice bc the seasoning is so incredibly perfect!!!!",I am from NOLa.,https://www.amazon.com/gp/customer-reviews/R2X45H0KYWNWLY?ASIN=B07VBHJGJP
2021-09-14 0:00:00,1,Was expired,This product was already expired when delivered,Was expired.,https://www.amazon.com/gp/customer-reviews/R24HLXGK1SLK65?ASIN=B000WO9ORE
2021-05-06 0:00:00,1,Shelf Life Ending,"Had purchased this assortment to use for my son over summer as lunch snacks for his summer program. However, all cookies are within an expiration window of a month - the earliest expiring June 1st, 2021 - when they were just purchased and arrived May 4th 2021. Upon opening one flavor (chips ahoy) to eat, it tasted extremely stale (expiration is June 8th, 2021). Very disappointed.","Upon opening one flavor (chips ahoy) to eat, it tasted extremely stale (expiration is June 8th, 2021).",https://www.amazon.com/gp/customer-reviews/RGMFSUJ6YS5R1?ASIN=B0872ZMXBG
2020-04-09 0:00:00,5,Smooth and tasty,Fantastic treat. We devoured this 4 pack in a matter of days. Love it. Thanks!!,We devoured this 4 pack in a matter of days.,https://www.amazon.com/gp/customer-reviews/RXNVPHN1KFMG0?ASIN=B07NDG94XF
2020-11-10 0:00:00,4,Different but tasty,"Lightweight and nutritious and good for those who have gluten sensitivity.. For pizza aficionados it is rather bland in flavor. No taste of tomato sauce and cheeses are very mild.. All in all, it doesn't taste like a conventional pizza but I would buy again. Maybe add some personal choice cheese to spark it up a bit.",No taste of tomato sauce and cheeses are very mild.,https://www.amazon.com/gp/customer-reviews/RAN3IY0HY8PMI?ASIN=B08L89C75S
2021-06-02 0:00:00,3,"This version is really hard to chew, it's like chewing flavored rubber.","I have no issue with the other types of flavors/shapes, but this one I had to throw them away as they were not expired, (3 months until that happens) but they were all very hard to chew like trying to chew strawberry flavored rubber. I even tried cutting them up into smaller sections and still I had issues chewing them. The other shapes are fine and I can deal with the taffiness of them as they don't spike my glucose and although a bit pricy, they are worth it if you can find some on sale. Unless this is how the red fish arrive straight from the factory in Canada, I'd avoid this shape and stick with the other smart sweet shapes/flavors.","This version is really hard to chew, it's like chewing flavored rubber.",https://www.amazon.com/gp/customer-reviews/R24NJPCVVFB8ZW?ASIN=B07GRLHGRG
2019-12-16 0:00:00,4,"Fresh, quality ingredients you will enjoy!","I love the KIND company. I got hooked on their bars which can taste more like candy treats. However, I've found that some of their bars can be pretty sweet. The dark chocolate and roasted peanuts chunks are sizable and not too sweet. Great for a snack or something to give you that kick of energy. They give you a decent amount per bag- over 3 ounces which is why it comes with a convenient resealable top. There are 3 servings per bag and each serving is 180 calories! So you may not want to finish it all in one sitting. The taste is very fresh and the chocolate its good. The chocolate is not gourmet fantastic but it is definitely a step up from Hershey's. If you love peanuts and chocolate you can't go wrong with these- yum!",The taste is very fresh and the chocolate its good.,https://www.amazon.com/gp/customer-reviews/R2DFFEAUDDPO2P?ASIN=B07ZTX4D52
2020-04-02 0:00:00,1,Absolute ripoff. Amazon shame on you!!,Why on earth is Amazon allowing this? Shipping weight 9lbs? No it’s 1 lb. they are taking advantage of the COVID madness and grossly overcharging.,No it's 1 lb. they are taking advantage of the COVID madness and grossly overcharging.,https://www.amazon.com/gp/customer-reviews/R3UQMXJL7E2BB1?ASIN=B075SBL3L2
2020-09-30 0:00:00,5,Gift arrived on time.,This was a gift that was greatly appreciated.,Gift arrived on time.,https://www.amazon.com/gp/customer-reviews/R3DIB7BOCV0R5G?ASIN=B00GCKURPU
2020-03-21 0:00:00,3,Not so great,This stuff costs a fortune and it tastes like whey protein. I was not real impressed.,I was not real impressed.,https://www.amazon.com/gp/customer-reviews/R17630CURU2FM4?ASIN=B07PM94B87
2021-08-23 0:00:00,5,I got just what I ordered.,No dislikes. I got value for my money. I wish I had afforded more.,I got value for my money.,https://www.amazon.com/gp/customer-reviews/R3V1K1HM2QUF0N?ASIN=B087DPG22M
2020-05-25 0:00:00,1,Stale cookies at ridiculous price.,"Paid $29 for three boxes of chocolate mint cookies, which are not edible, as a gift for an elderly relative who likes them (the only reason I paid so much). The dark chocolate is very old and very white looking and they taste very stale. I am unable to find contact info for seller anywhere!","Paid $29 for three boxes of chocolate mint cookies, which are not edible, as a gift for an elderly relative who likes them (the only reason I paid so much).",https://www.amazon.com/gp/customer-reviews/R3P4NQ7T8D8JBU?ASIN=B07RHWQ4M7
2020-08-01 0:00:00,5,"Taste awesome, high in fiber and protein.","I've been eating 2 of these a day for months at this point. I love how the taste, they are high in fiber (14g), protein (21g) and have almost 0 sugar.. Due to the high fiber content, I would ease into them to avoid any discomfort.","Taste awesome, high in fiber and protein.",https://www.amazon.com/gp/customer-reviews/R1KU9YT69H5SVQ?ASIN=B07W5LYQ1F
2020-06-16 0:00:00,1,Horrible flavor,"They taste like dirt. The chips are tiny. I ate two and threw the rest out. Never again this brand. For delicious veggie chips, go with Kiwa or Terra chips. Kiwa has the best, their beet chips are my favorite. They don’t offer beet chips alone, unless you buy directly from them, but I wanted to try this brand.","They don't offer beet chips alone, unless you buy directly from them, but I wanted to try this brand.",https://www.amazon.com/gp/customer-reviews/R2SLTL7VN5R4XF?ASIN=B07QNTXT4F
2021-02-11 0:00:00,1,Arrived broken and can't get replacement,Arrived with both jars broken and applebutter all over everything. Says it is not eligible for replacement.,Arrived broken and can't get replacement.,https://www.amazon.com/gp/customer-reviews/R2F1RKR9BEPY76?ASIN=B00K6OUHN0
2021-03-04 0:00:00,5,Only the best will do!,"Love it. I am eating carnivore and this is a perfect addition to my carnivore life style. Being that my food world has narrowed I don't skimp on the good things. I use bison tallow tallow daily from adding to my morning coffee for a good sating fat boost that won't knock me off my fast to frying eggs, steak, chicken, shrimp, etc. If you eat carivore or keto you will get all the benefits grass fed animal tallow can give you. When I eat just once a day I want to put the best that I can in my body and this is the best.",Only the best will do!,https://www.amazon.com/gp/customer-reviews/R2K9PQWPZRWO5Z?ASIN=B013Z6Z48I
2021-05-27 0:00:00,5,Best clover honey I’ve tasted in years,"I go through a LOT of honey in a year.. Making honey/cinnamon tea every morning, making mead (honey wine) mead used honey as the fermentable sugars instead of cane sugar.. Yes folks this is REAL honey. The taste leaves no room for doubt in my mind.. .. For the reviewers who thinks this is fake honey. Think they have watched the video on YouTube that shows “real” honey being thicker and more viscous than this honey.. That is a flawed test and here’s why.. Different types of honey has different viscosity rates.. Wildflower honey is thicker than clover honey, and buckwheat honey is even thicker than wildflower or alfalfa honey.. I do have one complaint.. The plastic bottle this honey comes in IS WAY TOO THIN AND FLIMSY.. My bottle was punctured during shipping and the loss was very light thanks to the seal on the opening. Thankfully I had an empty 5 pound bottle I could move this honey into. The honey loss was very limited probably a tablespoon or less",I do have one complaint.,https://www.amazon.com/gp/customer-reviews/R8W3KH4FUOLF1?ASIN=B07FW74JHM
2020-03-22 0:00:00,5,"Love it....oops, meant NIDO...",I love this stuff...I am not a milk drinker so I don't buy it..and would throw most away...I love this instant Nada milk...Works well with cooking and great price...,Works well with cooking and great price…,https://www.amazon.com/gp/customer-reviews/R3KHZMVXZQW5Z2?ASIN=B00FRFRZF6
